symbol,entry_date,regime,vix,entry_price,exit_price,stock_move_pct,ic_pnl,ic_return,straddle_sold
NVDA,2021-03-09,CHOPPY,24.030000686645508,12.52025032043457,13.291250228881836,0.06158023112276757,0.2727871525847503,1.1878054695255487,0.4333140012661588
NVDA,2021-05-14,CHOPPY,18.809999465942383,14.243000030517578,14.99174976348877,0.0525696644925151,0.2440261615222837,1.1932579417397429,0.3858568242018769
NVDA,2021-06-01,CHOPPY,17.899999618530273,16.26449966430664,17.457000732421875,0.07331925929035771,0.2623891104702163,1.1807019512306465,0.41930462876258906
NVDA,2021-09-24,CHOPPY,17.75,22.08099937438965,20.742000579833984,-0.060640316674646706,0.3774912192884704,1.2617635421101987,0.5644857850084768
NVDA,2021-10-01,CHOPPY,21.100000381469727,20.742000579833984,20.83099937438965,0.004290752678996232,0.4083983590359206,1.222472466863052,0.6303315309460717
NVDA,2021-12-02,CHOPPY,27.950000762939453,32.125999450683594,30.489999771118164,-0.050924475737380306,0.8607953211572635,1.2558842944533288,1.2932259146516618
NVDA,2022-01-20,CHOPPY,25.59000015258789,24.149999618530273,21.944000244140625,-0.09134573123127451,0.6039846240562807,1.2803439962109686,0.8900683204415111
NVDA,2022-04-07,CHOPPY,21.549999237060547,24.20800018310547,21.257999420166016,-0.12186057256386797,0.5172057004127748,1.2988091306818583,0.7513496702839324
NVDA,2022-08-18,CHOPPY,19.559999465942383,18.77300071716309,17.913000106811523,-0.045810503249239014,0.3511498732559448,1.2527897284798495,0.5288572500315248
NVDA,2023-01-17,CHOPPY,19.36000061035156,17.70199966430664,19.26499938964844,0.08829509405614491,0.3065022020877842,1.1716397771970322,0.49358689669838
NVDA,2023-02-01,CHOPPY,17.8700008392334,20.94300079345703,22.204999923706055,0.060258753876535905,0.33955714706301693,1.1886051215632547,0.5390132103254239
NVDA,2023-03-01,CHOPPY,20.579999923706055,22.697999954223633,24.180999755859375,0.06533614435750258,0.4227253484735488,1.185532692086385,0.6727735156052415
NVDA,2023-04-03,CHOPPY,18.549999237060547,27.96500015258789,27.16900062561035,-0.02846413454797986,0.49192012563935816,1.2422930974418813,0.7471273746613094
